"제품코드","제품명","지시번호","설비코드","설비명","작업실코드","작업실명","공정코드","공정명","공정시작시간","공정종료시간","작업자","작업방법","설비가동시간","설비종료시간","충전투입일"
"BOCFHW16","UX거품비누","W26050306W10","WS13004","워시믹서 용해조","1-R004","유화 배합실","C02","용해",2026-05-18 14:13:00,2026-05-18 15:11:00,"LCCUser","30분  교반 (완전 용해 확인)",2026-05-18 14:13:00,2026-05-18 15:11:00,2026-05-19 00:00:00
"BOCFHW16","UX거품비누","W26050306W10","MX10002","워시믹서 2호","1-R004","유화 배합실","C03","M/M",2026-05-18 14:17:00,2026-05-18 15:28:00,"LCCUser","20분 교반",2026-05-18 14:17:00,2026-05-18 14:38:15,2026-05-19 00:00:00
"BOCFHW16","UX거품비누","W26050306W10","MX10002","워시믹서 2호","1-R004","유화 배합실","C03","M/M",2026-05-18 14:17:00,2026-05-18 15:28:00,"LCCUser","5분 교반",2026-05-18 14:38:19,2026-05-18 14:45:33,2026-05-19 00:00:00
"BOCFHW16","UX거품비누","W26050306W10","MX10002","워시믹서 2호","1-R004","유화 배합실","C03","M/M",2026-05-18 14:17:00,2026-05-18 15:28:00,"LCCUser","10분 교반",2026-05-18 14:45:38,2026-05-18 14:57:56,2026-05-19 00:00:00
"BOCFHW16","UX거품비누","W26050306W10","MX10002","워시믹서 2호","1-R004","유화 배합실","C03","M/M",2026-05-18 14:17:00,2026-05-18 15:28:00,"LCCUser","10분 교반",2026-05-18 14:57:59,2026-05-18 15:10:51,2026-05-19 00:00:00
"BOCFHW16","UX거품비누","W26050306W10","MX10002","워시믹서 2호","1-R004","유화 배합실","C03","M/M",2026-05-18 14:17:00,2026-05-18 15:28:00,"LCCUser","15분 교반",2026-05-18 15:10:55,2026-05-18 15:27:38,2026-05-19 00:00:00
"BOCFHW16","UX거품비누","W26050305W10","MX10002","워시믹서 2호","1-R004","유화 배합실","C03","M/M",2026-05-18 09:29:00,2026-05-18 10:40:00,"LCCUser","10분 교반",2026-05-18 10:10:43,2026-05-18 10:21:50,2026-05-19 00:00:00
"BOCFHW16","UX거품비누","W26050305W10","MX10002","워시믹서 2호","1-R004","유화 배합실","C03","M/M",2026-05-18 09:29:00,2026-05-18 10:40:00,"LCCUser","15분 교반",2026-05-18 10:21:54,2026-05-18 10:39:37,2026-05-19 00:00:00
"BOCFHW16","UX거품비누","W26050305W10","WS13004","워시믹서 용해조","1-R004","유화 배합실","C02","용해",2026-05-18 09:29:00,2026-05-18 10:00:00,"LCCUser","30분  교반 (완전 용해 확인)",2026-05-18 09:29:00,2026-05-18 10:00:00,2026-05-19 00:00:00
"BOCFHW16","UX거품비누","W26050305W10","MX10002","워시믹서 2호","1-R004","유화 배합실","C03","M/M",2026-05-18 09:29:00,2026-05-18 10:40:00,"LCCUser","20분 교반",2026-05-18 09:30:05,2026-05-18 09:32:07,2026-05-19 00:00:00
"BOCFHW16","UX거품비누","W26050305W10","MX10002","워시믹서 2호","1-R004","유화 배합실","C03","M/M",2026-05-18 09:29:00,2026-05-18 10:40:00,"LCCUser","5분 교반",2026-05-18 09:32:27,2026-05-18 09:58:03,2026-05-19 00:00:00
"BOCFHW16","UX거품비누","W26050305W10","MX10002","워시믹서 2호","1-R004","유화 배합실","C03","M/M",2026-05-18 09:29:00,2026-05-18 10:40:00,"LCCUser","10분 교반",2026-05-18 09:58:09,2026-05-18 10:10:38,2026-05-19 00:00:00
"BAKGGHWC","랩신청포도비누(중국)","W26050382W10","MX10001","워시믹서 1호","1-R004","유화 배합실","C03","M/M",2026-05-18 15:50:00,2026-05-18 17:45:00,"LCCUser","20분 교반",2026-05-18 16:00:00,2026-05-18 16:20:00,2026-05-19 00:00:00
"BAKGGHWC","랩신청포도비누(중국)","W26050382W10","MX10001","워시믹서 1호","1-R004","유화 배합실","C03","M/M",2026-05-18 15:50:00,2026-05-18 17:45:00,"LCCUser","20분 교반",2026-05-18 15:25:00,2026-05-18 16:45:00,2026-05-19 00:00:00
"BAKGGHWC","랩신청포도비누(중국)","W26050382W10","MX10001","워시믹서 1호","1-R004","유화 배합실","C03","M/M",2026-05-18 15:50:00,2026-05-18 17:45:00,"LCCUser","20분 교반",2026-05-18 16:50:00,2026-05-18 17:10:00,2026-05-19 00:00:00
"BAKGGHWC","랩신청포도비누(중국)","W26050382W10","MX10001","워시믹서 1호","1-R004","유화 배합실","C03","M/M",2026-05-18 15:50:00,2026-05-18 17:45:00,"LCCUser","5분 교반",2026-05-18 17:16:00,2026-05-18 17:21:00,2026-05-19 00:00:00
"BAKGGHWC","랩신청포도비누(중국)","W26050382W10","MX10001","워시믹서 1호","1-R004","유화 배합실","C03","M/M",2026-05-18 15:50:00,2026-05-18 17:45:00,"LCCUser","5분 교반",2026-05-18 17:25:00,2026-05-18 17:30:00,2026-05-19 00:00:00
"BAKGGHWC","랩신청포도비누(중국)","W26050382W10","MX10001","워시믹서 1호","1-R004","유화 배합실","C03","M/M",2026-05-18 15:50:00,2026-05-18 17:45:00,"LCCUser","5분 교반",2026-05-18 17:40:00,2026-05-18 17:45:00,2026-05-19 00:00:00
