,WK_DT,PIPE_NO,DV_R,DA_R,AV_R,AA_R,PM_R,FIN_JGMT
78821,20220329210948300,PP22032200022,319,8341,358,6022,9333,1
78822,20220329210948500,PP22032200022,319,8341,358,6022,9335,1
78823,20220329210948500,PP22032200022,308,7934,358,6076,9330,1
78824,20220329210948800,PP22032200022,308,7934,358,6076,9327,1
78825,20220329210948800,PP22032200022,321,8300,361,6022,9328,1
78826,20220329210949000,PP22032200022,321,8300,361,6022,9329,1
78827,20220329210949000,PP22032200022,320,8295,362,5974,9319,1
78828,20220329210949200,PP22032200022,320,8295,362,5974,9310,1
78829,20220329210949200,PP22032200022,320,8323,360,6004,9308,1
78830,20220329210949500,PP22032200022,320,8323,360,6004,9305,1
78831,20220329210949500,PP22032200022,320,8300,360,5990,9300,1
78832,20220329210949600,PP22032200022,320,8300,360,5990,9295,1
78833,20220329210949600,PP22032200022,320,8327,361,6026,9296,1
78834,20220329210949800,PP22032200022,320,8327,361,6026,9290,1
78835,20220329210949800,PP22032200022,320,8318,364,5948,9285,1
78836,20220329210950100,PP22032200022,320,8318,364,5948,9286,1
78837,20220329210950100,PP22032200022,320,8299,359,6096,9279,1
78838,20220329210950300,PP22032200022,320,8299,359,6096,9276,1
78839,20220329210950300,PP22032200022,320,8320,357,6165,9275,1
78840,20220329210950600,PP22032200022,320,8320,357,6165,9270,1
78841,20220329210950600,PP22032200022,319,8362,358,6085,9270,1
78842,20220329210950800,PP22032200022,319,8362,358,6085,9271,1
78843,20220329210950800,PP22032200022,308,7939,364,5948,9276,1
78844,20220329210951000,PP22032200022,308,7939,364,5948,9280,1
78845,20220329210951000,PP22032200022,308,7991,358,6043,9299,1
78846,20220329210951300,PP22032200022,308,7991,358,6043,9300,1
78847,20220329210951300,PP22032200022,320,8281,359,6023,9321,1
78848,20220329210951500,PP22032200022,320,8281,359,6023,9327,1
78849,20220329210951500,PP22032200022,320,8321,362,5967,9270,1
78850,20220329210951800,PP22032200022,320,8321,362,5967,9270,1
78851,20220329210951800,PP22032200022,320,8301,358,6054,9270,1
78852,20220329210952000,PP22032200022,320,8301,358,6054,9270,1
78853,20220329210952000,PP22032200022,321,8260,358,6025,9270,1
78854,20220329210952200,PP22032200022,321,8260,358,6025,9270,1
78855,20220329210952200,PP22032200022,308,7957,358,6082,9275,1
78856,20220329210952500,PP22032200022,308,7957,358,6082,9285,1
78857,20220329210952500,PP22032200022,319,8345,359,5988,9288,1
78858,20220329210952700,PP22032200022,319,8345,359,5988,9289,1
78859,20220329210952700,PP22032200022,321,8242,361,5974,9288,1
78860,20220329210953000,PP22032200022,321,8242,361,5974,9290,1
78861,20220329210953000,PP22032200022,321,8289,360,6055,9300,1
78862,20220329210953100,PP22032200022,321,8289,360,6055,9301,1
78863,20220329210953100,PP22032200022,319,8342,361,5994,9300,1
78864,20220329210953300,PP22032200022,319,8342,361,5994,9303,1
78865,20220329210953300,PP22032200022,320,8301,360,6000,9317,1
78866,20220329210953600,PP22032200022,320,8301,360,6000,9319,1
78867,20220329210953600,PP22032200022,321,8283,360,6027,9320,1
78868,20220329210953800,PP22032200022,321,8283,360,6027,9324,1
78869,20220329210953800,PP22032200022,319,8313,365,5948,9333,1
78870,20220329210954000,PP22032200022,319,8313,365,5948,9335,1
78871,20220329210954000,PP22032200022,319,8335,358,6156,9330,1
78872,20220329210954300,PP22032200022,319,8335,358,6156,9327,1
78873,20220329210954300,PP22032200022,321,8292,363,5963,9328,1
78874,20220329210954500,PP22032200022,321,8292,363,5963,9329,1
78875,20220329210954500,PP22032200022,308,7934,358,6053,9319,1
78876,20220329210954800,PP22032200022,308,7934,358,6053,9310,1
78877,20220329210954800,PP22032200022,308,7934,360,6010,9308,1
78878,20220329210955000,PP22032200022,308,7934,360,6010,9305,1
78879,20220329210955000,PP22032200022,321,8326,360,6084,9300,1
78880,20220329210955200,PP22032200022,321,8326,360,6084,9295,1
78881,20220329210955200,PP22032200022,319,8334,360,6037,9296,1
78882,20220329210955500,PP22032200022,319,8334,360,6037,9290,1
78883,20220329210955500,PP22032200022,320,8341,359,6003,9285,1
78884,20220329210955700,PP22032200022,320,8341,359,6003,9286,1
78885,20220329210955700,PP22032200022,321,8281,359,6071,9279,1
78886,20220329210956000,PP22032200022,321,8281,359,6071,9276,1
78887,20220329210956000,PP22032200022,320,8301,359,5979,9275,1
78888,20220329210956200,PP22032200022,320,8301,359,5979,9270,1
78889,20220329210956200,PP22032200022,320,8320,357,6056,9270,1
78890,20220329210956400,PP22032200022,320,8320,357,6056,9271,1
78891,20220329210956400,PP22032200022,321,8301,358,6047,9276,1
78892,20220329210956700,PP22032200022,321,8301,358,6047,9280,1
78893,20220329210956700,PP22032200022,320,8355,360,6029,9299,1
78894,20220329210956900,PP22032200022,320,8355,360,6029,9300,1
78895,20220329210956900,PP22032200022,321,8272,362,6004,9321,1
78896,20220329210957200,PP22032200022,321,8272,362,6004,9327,1
78897,20220329210957200,PP22032200022,320,8304,360,6018,9270,1
78898,20220329210957300,PP22032200022,320,8304,360,6018,9270,1
78899,20220329210957300,PP22032200022,321,8264,360,6034,9270,1
78900,20220329210957500,PP22032200022,321,8264,360,6034,9270,1
78901,20220329210957500,PP22032200022,308,7934,362,5971,9270,1
78902,20220329210957800,PP22032200022,308,7934,362,5971,9270,1
78903,20220329210957800,PP22032200022,321,8276,364,5963,9275,1
78904,20220329210958000,PP22032200022,321,8276,364,5963,9285,1
78905,20220329210958000,PP22032200022,320,8328,363,5972,9288,1
78906,20220329210958200,PP22032200022,320,8328,363,5972,9289,1
78907,20220329210958200,PP22032200022,319,8345,357,6169,9288,1
78908,20220329210958500,PP22032200022,319,8345,357,6169,9290,1
78909,20220329210958500,PP22032200022,308,8250,359,5993,9300,1
78910,20220329210958700,PP22032200022,308,8250,359,5993,9301,1
78911,20220329210958700,PP22032200022,321,8269,360,5998,9300,1
78912,20220329210959000,PP22032200022,321,8269,360,5998,9303,1
78913,20220329210959000,PP22032200022,320,8322,358,6107,9317,1
78914,20220329210959200,PP22032200022,320,8322,358,6107,9319,1
78915,20220329210959200,PP22032200022,320,8270,358,6048,9320,1
78916,20220329210959400,PP22032200022,320,8270,358,6048,9324,1
78917,20220329210959400,PP22032200022,321,8297,360,6030,9333,1
78918,20220329210959700,PP22032200022,321,8297,360,6030,9335,1
78919,20220329210959700,PP22032200022,320,8332,362,5948,9330,1
78920,20220329210959900,PP22032200022,320,8332,362,5948,9327,1
78921,20220329210959900,PP22032200022,320,8336,363,5963,9328,1
78922,20220331103133000,PP22032200022,320,8336,363,5963,9329,1
78923,20220331103133000,PP22032200022,308,7941,359,6002,9319,1
78924,20220331103133300,PP22032200022,308,7941,359,6002,9310,1
78925,20220331103133300,PP22032200022,320,8310,363,5948,9308,1
78926,20220331103133400,PP22032200022,320,8310,363,5948,9305,1
78927,20220331103133400,PP22032200022,320,8311,359,6044,9300,1
78928,20220331103133600,PP22032200022,320,8311,359,6044,9295,1
78929,20220331103133600,PP22032200022,320,8290,361,5995,9296,1
78930,20220331103133800,PP22032200022,320,8290,361,5995,9290,1
78931,20220331103133800,PP22032200022,320,8324,359,6001,9285,1
78932,20220331103134100,PP22032200022,320,8324,359,6001,9286,1
78933,20220331103134100,PP22032200022,308,7946,361,5974,9279,1
78934,20220331103134300,PP22032200022,308,7946,361,5974,9276,1
78935,20220331103134300,PP22032200022,308,7934,359,6005,9275,1
78936,20220331103134500,PP22032200022,308,7934,359,6005,9270,1
78937,20220331103134500,PP22032200022,320,8277,363,5975,9270,1
78938,20220331103134700,PP22032200022,320,8277,363,5975,9271,1
78939,20220331103134700,PP22032200022,320,8292,357,5994,9276,1
78940,20220331103134900,PP22032200022,320,8292,357,5994,9280,1
78941,20220331103134900,PP22032200022,320,8335,358,6088,9299,1
78942,20220331103135200,PP22032200022,320,8335,358,6088,9300,1
78943,20220331103135200,PP22032200022,320,8318,360,5976,9321,1
78944,20220331103135400,PP22032200022,320,8318,360,5976,9327,1
78945,20220331103135400,PP22032200022,320,8355,362,5976,9270,1
78946,20220331103135700,PP22032200022,320,8355,362,5976,9270,1
78947,20220331103135700,PP22032200022,320,8303,361,5965,9270,1
78948,20220331103135900,PP22032200022,320,8303,361,5965,9270,1
78949,20220331103135900,PP22032200022,320,8295,361,5948,9270,1
78950,20220331103136000,PP22032200022,320,8295,361,5948,9270,1
78951,20220331103136000,PP22032200022,309,7934,364,5948,9275,1
78952,20220331103136300,PP22032200022,309,7934,364,5948,9285,1
78953,20220331103136300,PP22032200022,309,7934,358,6048,9288,1
78954,20220331103136500,PP22032200022,309,7934,358,6048,9289,1
78955,20220331103136500,PP22032200022,319,8339,359,6025,9288,1
78956,20220331103136700,PP22032200022,319,8339,359,6025,9290,1
78957,20220331103136700,PP22032200022,321,8289,360,5955,9300,1
78958,20220331103136900,PP22032200022,321,8289,360,5955,9301,1
78959,20220331103136900,PP22032200022,308,8129,362,5948,9300,1
78960,20220331103137100,PP22032200022,308,8129,362,5948,9303,1
78961,20220331103137100,PP22032200022,320,8288,364,5989,9317,1
78962,20220331103137300,PP22032200022,320,8288,364,5989,9319,1
78963,20220331103137300,PP22032200022,321,8272,363,5985,9320,1
78964,20220331103137600,PP22032200022,321,8272,363,5985,9324,1
78965,20220331103137600,PP22032200022,319,8323,360,5998,9333,1
78966,20220331103137800,PP22032200022,319,8323,360,5998,9335,1
78967,20220331103137800,PP22032200022,321,8254,361,5998,9330,1
78968,20220331103138100,PP22032200022,321,8254,361,5998,9327,1
78969,20220331103138100,PP22032200022,320,8331,360,6034,9328,1
78970,20220331103138200,PP22032200022,320,8331,360,6034,9329,1
78971,20220331103138200,PP22032200022,320,8328,361,6023,9319,1
78972,20220331103138400,PP22032200022,320,8328,361,6023,9310,1
78973,20220331103138400,PP22032200022,320,8303,360,6016,9308,1
78974,20220331103138600,PP22032200022,320,8303,360,6016,9305,1
78975,20220331103138600,PP22032200022,320,8275,360,6009,9300,1
78976,20220331103138900,PP22032200022,320,8275,360,6009,9295,1
78977,20220331103138900,PP22032200022,308,7934,357,6078,9296,1
78978,20220331103139100,PP22032200022,308,7934,357,6078,9290,1
78979,20220331103139100,PP22032200022,320,8310,359,5993,9285,1
78980,20220331103139400,PP22032200022,320,8310,359,5993,9286,1
78981,20220331103139400,PP22032200022,320,8334,358,6026,9279,1
78982,20220331103139500,PP22032200022,320,8334,358,6026,9276,1
78983,20220331103139500,PP22032200022,308,7934,361,6016,9275,1
78984,20220331103139700,PP22032200022,308,7934,361,6016,9270,1
78985,20220331103139700,PP22032200022,320,8329,357,6016,9270,1
78986,20220331103140000,PP22032200022,320,8329,357,6016,9271,1
78987,20220331103140000,PP22032200022,320,8310,360,6057,9276,1
78988,20220331103140200,PP22032200022,320,8310,360,6057,9280,1
78989,20220331103140200,PP22032200022,320,8312,359,6115,9299,1
78990,20220331103140500,PP22032200022,320,8312,359,6115,9300,1
78991,20220331103140500,PP22032200022,320,8297,360,5963,9321,1
78992,20220331103140700,PP22032200022,320,8297,360,5963,9327,1
78993,20220331103140700,PP22032200022,308,7934,358,6043,9270,1
78994,20220331103140800,PP22032200022,308,7934,358,6043,9270,1
78995,20220331103140800,PP22032200022,320,8314,358,6100,9270,1
78996,20220331103141100,PP22032200022,320,8314,358,6100,9270,1
78997,20220331103141100,PP22032200022,320,8291,363,5948,9270,1
78998,20220331103141300,PP22032200022,320,8291,363,5948,9270,1
78999,20220331103141300,PP22032200022,308,7934,360,6076,9275,1
79000,20220331103141500,PP22032200022,308,7934,360,6076,9285,1
79001,20220331103141500,PP22032200022,320,8299,361,6019,9288,1
79002,20220331103141800,PP22032200022,320,8299,361,6019,9289,1
79003,20220331103141800,PP22032200022,320,8280,362,5993,9288,1
79004,20220331103141900,PP22032200022,320,8280,362,5993,9290,1
79005,20220331103141900,PP22032200022,320,8310,360,6021,9300,1
79006,20220331103142100,PP22032200022,320,8310,360,6021,9301,1
79007,20220331103142100,PP22032200022,320,8309,362,5962,9300,1
79008,20220331103142400,PP22032200022,320,8309,362,5962,9303,1
79009,20220331103142400,PP22032200022,309,7934,358,6120,9317,1
79010,20220331103142600,PP22032200022,309,7934,358,6120,9319,1
79011,20220331103142600,PP22032200022,308,7934,360,5961,9320,1
79012,20220331103142900,PP22032200022,308,7934,360,5961,9324,1
79013,20220331103142900,PP22032200022,308,8273,360,6021,9333,1
79014,20220331103143100,PP22032200022,308,8273,360,6021,9335,1
79015,20220331103143100,PP22032200022,321,8279,360,6050,9330,1
79016,20220331103143200,PP22032200022,321,8279,360,6050,9327,1
79017,20220331103143200,PP22032200022,321,8291,358,6001,9328,1
79018,20220331103143500,PP22032200022,321,8291,358,6001,9329,1
79019,20220331103143500,PP22032200022,320,8276,358,5982,9319,1
79020,20220331103143700,PP22032200022,320,8276,358,5982,9310,1
79021,20220331103143700,PP22032200022,320,8298,357,6062,9308,1
79022,20220331103143900,PP22032200022,320,8298,357,6062,9305,1
79023,20220331103143900,PP22032200022,320,8329,357,6016,9300,1
79024,20220331103144200,PP22032200022,308,7934,357,50001,9295,1
79025,20220331103144200,PP22032200022,308,7934,357,50002,9296,1
79026,20220331103144400,PP22032200022,308,7934,357,50003,9290,1
79027,20220331103144400,PP22032200022,321,8260,357,6127,9285,1
79028,20220331103144500,PP22032200022,321,8260,357,6127,9286,1
79029,20220331103144500,PP22032200022,309,7934,359,5966,9279,1
79030,20220331103144800,PP22032200022,309,7934,359,5966,9276,1
79031,20220331103144800,PP22032200022,319,8336,358,6080,9275,1
79032,20220331103145000,PP22032200022,319,8336,358,6080,9270,1
79033,20220331103145000,PP22032200022,320,8312,359,6034,9270,1
79034,20220331103145300,PP22032200022,320,8312,359,6034,9271,1
79035,20220331103145300,PP22032200022,320,8302,358,6063,9276,1
79036,20220331103145500,PP22032200022,320,8302,358,6063,9280,1
79037,20220331103145500,PP22032200022,309,7934,359,6026,9299,1
79038,20220331103145600,PP22032200022,309,7934,359,6026,9300,1
79039,20220331103145600,PP22032200022,320,8317,359,5984,9321,1
79040,20220331103145900,PP22032200022,320,8317,359,5984,9327,1
79041,20220331103145900,PP22032200022,321,8270,364,5948,9270,1
79042,20220331103146100,PP22032200022,321,8270,364,5948,9270,1
79043,20220331103146100,PP22032200022,320,8312,361,6018,9270,1
79044,20220331103146300,PP22032200022,320,8312,361,6018,9270,1
79045,20220331103146300,PP22032200022,320,8334,361,5973,9270,1
79046,20220331103146600,PP22032200022,320,8334,361,5973,9270,1
79047,20220331103146600,PP22032200022,319,8351,357,6116,9275,1
79048,20220331103146800,PP22032200022,319,8351,357,6116,9285,1
79049,20220331103146800,PP22032200022,320,8330,358,6165,9288,1
79050,20220331103146900,PP22032200022,320,8330,358,6165,9289,1
79051,20220331103146900,PP22032200022,320,8311,362,5948,9288,1
79052,20220331103147200,PP22032200022,320,8311,362,5948,9290,1
79053,20220331103147200,PP22032200022,320,8283,363,6007,9300,1
79054,20220331103147400,PP22032200022,320,8283,363,6007,9301,1
79055,20220331103147400,PP22032200022,321,8287,362,5964,9300,1
79056,20220331103147700,PP22032200022,321,8287,362,5964,9303,1
79057,20220331103147700,PP22032200022,308,7934,357,6123,9317,1
79058,20220331103147900,PP22032200022,308,7934,357,6123,9319,1
79059,20220331103147900,PP22032200022,320,8295,359,6021,9320,1
79060,20220331103148100,PP22032200022,320,8295,359,6021,9324,1
79061,20220331103148100,PP22032200022,319,8378,360,6016,9333,1
79062,20220331103148300,PP22032200022,319,8378,360,6016,9335,1
79063,20220331103148300,PP22032200022,321,8311,363,5954,9330,1
79064,20220331103148500,PP22032200022,321,8311,363,5954,9327,1
79065,20220331103148500,PP22032200022,320,8330,364,5948,9328,1
79066,20220331103148700,PP22032200022,320,8330,364,5948,9329,1
79067,20220331103148700,PP22032200022,308,7934,358,6024,9319,1
79068,20220331103149000,PP22032200022,308,7934,358,6024,9310,1
79069,20220331103149000,PP22032200022,320,8285,362,6011,9308,1
79070,20220331103149200,PP22032200022,320,8285,362,6011,9305,1
79071,20220331103149200,PP22032200022,308,7934,360,6010,9300,1
79072,20220331103149500,PP22032200022,308,7934,360,6010,9295,1
79073,20220331103149500,PP22032200022,319,8317,363,5988,9296,1
79074,20220331103149600,PP22032200022,319,8317,363,5988,9290,1
79075,20220331103149600,PP22032200022,319,8346,358,5998,9285,1
79076,20220331103149800,PP22032200022,319,8346,358,5998,9286,1
79077,20220331103149800,PP22032200022,319,8344,362,5948,9279,1
79078,20220331103150100,PP22032200022,319,8344,362,5948,9276,1
79079,20220331103150100,PP22032200022,308,7934,363,5948,9275,1
79080,20220331103150300,PP22032200022,308,7934,363,5948,9270,1
79081,20220331103150300,PP22032200022,319,8343,364,5979,9270,1
79082,20220331103150500,PP22032200022,319,8343,364,5979,9271,1
79083,20220331103150500,PP22032200022,308,7934,360,5973,9276,1
79084,20220331103150800,PP22032200022,308,7934,360,5973,9280,1
79085,20220331103150800,PP22032200022,308,7934,358,6051,9299,1
79086,20220331103150900,PP22032200022,308,7934,358,6051,9300,1
79087,20220331103150900,PP22032200022,320,8306,359,6013,9321,1
79088,20220331103151100,PP22032200022,320,8306,359,6013,9327,1
79089,20220331103151100,PP22032200022,320,8351,358,6084,9270,1
79090,20220331103151400,PP22032200022,320,8351,358,6084,9270,1
79091,20220331103151400,PP22032200022,320,8308,363,5948,9270,1
79092,20220331103151600,PP22032200022,320,8308,363,5948,9270,1
79093,20220331103151600,PP22032200022,320,8337,363,5948,9270,1
79094,20220331103151900,PP22032200022,320,8337,363,5948,9270,1
79095,20220331103151900,PP22032200022,308,7934,358,6090,9270,1
79096,20220331103152100,PP22032200022,308,7934,358,6090,9270,1
79097,20220331103152100,PP22032200022,308,7934,357,6051,9270,1
79098,20220331103152200,PP22032200022,308,7934,357,6051,9270,1
79099,20220331103152200,PP22032200022,319,8364,358,6107,9270,1
79100,20220331103152500,PP22032200022,319,8364,358,6107,9270,1
79101,20220331103152500,PP22032200022,320,8289,360,6022,9270,1
79102,20220331103152700,PP22032200022,320,8289,360,6022,9270,1
79103,20220331103152700,PP22032200022,320,8293,363,5948,9270,1
79104,20220331103152900,PP22032200022,320,8293,363,5948,9270,1
79105,20220331103152900,PP22032200022,320,8319,357,6045,9270,1
79106,20220331103153200,PP22032200022,320,8319,357,6045,9270,1
79107,20220331103153200,PP22032200022,320,8288,361,5982,9270,1
79108,20220331103153400,PP22032200022,320,8288,361,5982,9270,1
79109,20220331103153400,PP22032200022,319,8358,361,5997,9270,1
79110,20220331103153500,PP22032200022,319,8358,361,5997,9270,1
79111,20220331103153500,PP22032200022,309,7934,359,5966,9270,1
79112,20220331103153800,PP22032200022,309,7934,359,5966,9270,1
79113,20220331103153800,PP22032200022,320,8286,363,5948,9270,1
79114,20220331103154000,PP22032200022,320,8286,363,5948,9270,1
79115,20220331103154000,PP22032200022,308,7974,357,6076,9270,1
79116,20220331103154300,PP22032200022,308,7974,357,6076,9270,1
79117,20220331103154300,PP22032200022,319,8333,361,5963,9270,1
79118,20220331103154500,PP22032200022,319,8333,361,5963,9270,1
79119,20220331103154500,PP22032200022,320,8270,361,5988,9270,1
79120,20220331103154600,PP22032200022,320,8270,361,5988,9270,1
79121,20220331103154600,PP22032200022,308,7969,359,6046,9270,1
79122,20220331103154900,PP22032200022,308,7969,359,6046,9275,1
79123,20220331103154900,PP22032200022,320,8296,359,6000,9285,1
79124,20220331103155100,PP22032200022,320,8296,359,6000,9288,1
79125,20220331103155100,PP22032200022,321,8297,361,6010,9289,1
79126,20220331103155300,PP22032200022,321,8297,361,6010,9288,1
79127,20220331103155300,PP22032200022,308,7934,359,6033,9290,1
79128,20220331103155600,PP22032200022,308,7934,359,6033,9300,1
79129,20220331103155600,PP22032200023,320,8281,360,5998,9301,1
79130,20220331103155800,PP22032200023,320,8281,360,5998,9300,1
79131,20220331103155800,PP22032200023,308,7934,358,6033,9303,1
79132,20220331103155900,PP22032200023,308,7934,358,6033,9317,1
79133,20220331103155900,PP22032200023,320,8302,357,6090,9319,1
79134,20220331103156200,PP22032200023,320,8302,357,6090,9320,1
79135,20220331103156200,PP22032200023,321,8256,360,5980,9324,1
79136,20220331103156400,PP22032200023,321,8256,360,5980,9333,1
79137,20220331103156400,PP22032200023,320,8307,357,6124,9335,1
79138,20220331103156700,PP22032200023,320,8307,357,6124,9330,1
79139,20220331103156700,PP22032200023,308,7934,358,6077,9327,1
79140,20220331103156900,PP22032200023,308,7934,358,6077,9328,1
79141,20220331103156900,PP22032200023,321,8262,362,5980,9329,1
79142,20220331103157000,PP22032200023,321,8262,362,5980,9319,1
79143,20220331103157000,PP22032200023,320,8306,358,6074,9310,1
79144,20220331103157300,PP22032200023,320,8306,358,6074,9308,1
79145,20220331103157300,PP22032200023,321,8311,358,6003,9305,1
79146,20220331103157500,PP22032200023,321,8311,358,6003,9300,1
79147,20220331103157500,PP22032200023,320,8328,363,5948,9295,1
79148,20220331103157700,PP22032200023,320,8328,363,5948,9296,1
79149,20220331103157700,PP22032200023,320,8303,362,5948,9290,1
79150,20220331103158000,PP22032200023,320,8303,362,5948,9285,1
79151,20220331103158000,PP22032200023,320,8315,357,6103,9286,1
79152,20220331103158200,PP22032200023,320,8315,357,6103,9279,1
79153,20220331103158200,PP22032200023,320,8288,359,5980,9276,1
79154,20220331103158300,PP22032200023,320,8288,359,5980,9275,1
79155,20220331103158300,PP22032200023,319,8272,362,6020,9270,1
79156,20220331103158600,PP22032200023,319,8272,362,6020,9270,1
79157,20220331103158600,PP22032200023,320,8320,358,6010,9271,1
79158,20220331103158800,PP22032200023,320,8320,358,6010,9276,1
79159,20220331103158800,PP22032200023,320,8325,364,5954,9280,1
79160,20220331103159100,PP22032200023,320,8325,364,5954,9299,1
79161,20220331103159100,PP22032200023,320,8309,362,5958,9300,1
79162,20220331103159300,PP22032200023,320,8309,362,5958,9321,1
79163,20220331103159300,PP22032200023,320,8294,361,5992,9327,1
79164,20220331103159500,PP22032200023,320,8294,361,5992,9270,1
79165,20220331103159500,PP22032200023,320,8307,361,5948,9270,1
79166,20220331103159700,PP22032200023,320,8307,361,5948,9270,1
79167,20220331103159700,PP22032200023,308,7934,366,5948,9270,1
79168,20220331103159900,PP22032200023,308,7934,366,5948,9270,1
79169,20220331103159900,PP22032200023,309,7934,363,5948,9270,1
79170,20220331103200100,PP22032200023,309,7934,363,5948,9275,1
79171,20220331103200100,PP22032200023,308,7934,364,5954,9285,1
79172,20220331103200400,PP22032200023,308,7934,364,5954,9288,1
79173,20220331103200400,PP22032200023,320,8322,359,6064,9289,1
79174,20220331103200600,PP22032200023,320,8322,359,6064,9288,1
79175,20220331103200600,PP22032200023,320,8312,363,6011,9290,1
79176,20220331103200900,PP22032200023,320,8312,363,6011,9300,1
79177,20220331103200900,PP22032200023,320,8320,364,5948,9301,1
79178,20220331103201000,PP22032200023,320,8320,364,5948,9300,1
79179,20220331103201000,PP22032200023,319,8291,363,5980,9303,1
79180,20220331103201200,PP22032200023,319,8291,363,5980,9317,1
79181,20220331103201200,PP22032200023,321,8283,360,5969,9319,1
79182,20220331103201500,PP22032200023,321,8283,360,5969,9320,1
79183,20220331103201500,PP22032200023,320,8310,359,6027,9324,1
79184,20220331103201700,PP22032200023,320,8310,359,6027,9333,1
79185,20220331103201700,PP22032200023,319,8376,358,6045,9335,1
79186,20220331103201900,PP22032200023,319,8376,358,6045,9330,1
79187,20220331103201900,PP22032200023,320,8291,359,5998,9327,1
79188,20220331103202100,PP22032200023,320,8291,359,5998,9328,1
79189,20220331103202100,PP22032200023,320,8291,360,6024,9329,1
79190,20220331103202300,PP22032200023,320,8291,360,6024,9319,1
79191,20220331103202300,PP22032200023,308,7934,359,5990,9310,1
79192,20220331103202500,PP22032200023,308,7934,359,5990,9308,1
79193,20220331103202500,PP22032200023,319,8297,363,5958,9305,1
79194,20220331103202800,PP22032200023,319,8297,363,5958,9300,1
79195,20220331103202800,PP22032200023,320,8277,363,5948,9295,1
79196,20220331103203000,PP22032200023,320,8277,363,5948,9296,1
79197,20220331103203000,PP22032200023,309,7934,361,5990,9290,1
79198,20220331103203300,PP22032200023,309,7934,361,5990,9285,1
79199,20220331103203300,PP22032200023,320,8324,358,6043,9286,1
79200,20220331103203400,PP22032200023,320,8324,358,6043,9279,1
79201,20220331103203400,PP22032200023,308,7945,358,6044,9276,1
79202,20220331103203600,PP22032200023,308,7945,358,6044,9275,1
79203,20220331103203600,PP22032200023,320,8305,359,6001,9270,1
79204,20220331103203900,PP22032200023,320,8305,359,6001,9270,1
79205,20220331103203900,PP22032200023,319,8352,359,6033,9271,1
79206,20220331103204100,PP22032200023,319,8352,359,6033,9276,1
79207,20220331103204100,PP22032200023,320,8316,358,6047,9280,1
79208,20220331103204300,PP22032200023,320,8316,358,6047,9299,1
79209,20220331103204300,PP22032200023,320,8292,363,6005,9300,1
79210,20220331103204500,PP22032200023,320,8292,363,6005,9321,1
79211,20220331103204500,PP22032200023,320,8331,357,6142,9327,1
79212,20220331103204700,PP22032200023,320,8331,357,6142,9270,1
79213,20220331103204700,PP22032200023,321,8261,362,5955,9270,1
79214,20220331103204900,PP22032200023,321,8261,362,5955,9270,1
79215,20220331103204900,PP22032200023,321,8286,361,6025,9270,1
79216,20220331103205200,PP22032200023,321,8286,361,6025,9270,1
79217,20220331103205200,PP22032200023,321,8290,357,6032,9270,1
79218,20220331103205400,PP22032200023,321,8290,357,6032,9275,1
79219,20220331103205400,PP22032200023,320,8308,357,6114,9285,1
79220,20220331103205700,PP22032200023,320,8308,357,6114,9288,1
79221,20220331103205700,PP22032200023,320,8300,362,6049,9289,1
79222,20220331103205800,PP22032200023,320,8300,362,6049,9288,1
79223,20220331103205800,PP22032200023,321,8285,361,5983,9290,1
79224,20220331103206000,PP22032200023,321,8285,361,5983,9300,1
79225,20220331103206000,PP22032200023,320,8326,363,5948,9301,1
79226,20220331103206300,PP22032200023,320,8326,363,5948,9300,1
79227,20220331103206300,PP22032200023,321,8268,360,6015,9303,1
79228,20220331103206500,PP22032200023,321,8268,360,6015,9317,1
79229,20220331103206500,PP22032200023,321,8265,361,5975,9319,1
79230,20220331103206700,PP22032200023,321,8265,361,5975,9320,1
79231,20220331103206700,PP22032200023,308,7941,358,6083,9324,1
79232,20220331103207000,PP22032200023,308,7941,358,6083,9333,1
79233,20220331103207000,PP22032200023,308,8085,362,5948,9335,1
79234,20220331103207100,PP22032200023,308,8085,362,5948,9330,1
79235,20220331103207100,PP22032200023,320,8284,359,6005,9327,1
79236,20220331103207300,PP22032200023,320,8284,359,6005,9328,1
79237,20220331103207300,PP22032200023,320,8293,362,5965,9329,1
79238,20220331103207600,PP22032200023,320,8293,362,5965,9319,1
79239,20220331103207600,PP22032200023,308,7934,361,5969,9310,1
79240,20220331103207800,PP22032200023,308,7934,361,5969,9308,1
79241,20220331103207800,PP22032200023,320,8314,359,6029,9305,1
79242,20220331103208100,PP22032200023,320,8314,359,6029,9300,1
79243,20220331103208100,PP22032200023,308,7934,362,6008,9295,1
79244,20220331103208300,PP22032200023,308,7934,362,6008,9296,1
79245,20220331103208300,PP22032200023,308,7934,359,6027,9290,1
79246,20220331103208400,PP22032200023,308,7934,359,6027,9285,1
79247,20220331103208400,PP22032200023,321,8276,362,5948,9286,1
79248,20220331103208700,PP22032200023,321,8276,362,5948,9279,1
79249,20220331103208700,PP22032200023,319,8326,361,5983,9276,1
79250,20220331103208900,PP22032200023,319,8326,361,5983,9275,1
79251,20220331103208900,PP22032200023,319,8349,357,6005,9270,1
79252,20220331103209100,PP22032200023,319,8349,357,6005,9270,1
79253,20220331103209100,PP22032200023,321,8289,360,5984,9271,1
79254,20220331103209400,PP22032200023,321,8289,360,5984,9276,1
79255,20220331103209400,PP22032200023,320,8305,361,5995,9280,1
